,Sentiment,SentimentText
94351,0,"<MENTION> and the one were they're singing together on stage.<MENTION> i has no money, i'm an unemployed librarian"
74389,1,<MENTION> LOL - you need a spoonfull of honey! Stay away from the baked goods feel better!
91473,1,"<MENTION> Awww That's cool, congrats to your lil cuzzo. Pass my info along, I'd be happy to help answer questions or just be a contact"
53383,0,"<MENTION> awww, poor baby! don't forget to stretch after! yes i am tee-gee-eye-effing to the max right now, but the day's not done yet"
3630,1,"Is finishing off the semester, with less than a week remaining!"
29430,1,<MENTION> YES. I've been busting my hump to finish Smoochfest - FINALLY. Want to glance at it for me? It could use some Rae-magic.
72333,1,"<MENTION> ohhhh, three day weekends are always good!"
184,0,<MENTION> Well that sure minimizes the impact...LOL
86205,0,<MENTION> - not all of us in NC are prize pigs
23430,1,"<MENTION> Have you already forgotten about Heather Mills successful stint? So, which athlete would you want to see?"
34155,0,<MENTION> So true! I hope you get that shit straightened out man
29284,0,<MENTION> oh... haha that sucks
11745,0,<HASHTAG> Cause they won last night ... spread the word
94393,0,<MENTION> Happy Birthday - I know what you mean - same thing happened to me
66049,0,<MENTION> whereeeeeee are you !? i wanna talk
42142,1,<MENTION> Ah Andy .. I think that would be the 'SHRULK'
50094,1,"<MENTION> hey, I let you get a little sleep between all the fun we had"
19623,0,<MENTION> I've tried zombie hordes and evil clowns. No luck yet. Maybe a program of some sort?
63452,1,<MENTION> hello there!
15046,1,(Cont) just that..... THE PAST!!!! So glad I got my FlyGuy! He Always makes me smile!!!!
13175,1,.<MENTION> Who won't volunteer to help him lose that first?
56969,0,<MENTION> Did you mean to reply to me in that? haha. The video is immense. He's in a music video as well but I can't find it again
76792,1,"<MENTION> I don't care what people say, I like what happens in vegas"
95740,1,"<MENTION> I hope the moving in is going great, I cant wait for Erin and I to make a trip to El Paso!!!!"
61659,0,"<MENTION> do Blackpool, the Vegas of the North not even get a shoutout? love Emily x"
51113,0,<MENTION> I like Grease but i'm not too fond of the lyrics they use for their songs ;p and most of the songs are too high
33312,0,<MENTION>
27308,1,<MENTION> it's trashy and sensationalist...so yes
12039,0,& i know that u see what u r doing to me tell me why . -. I CAN'T SLEEP
63437,0,<MENTION> My beam machine is in the shop
79626,0,<MENTION> hope you enjoy your day off! i just got here an hour ago and its dead!
78654,1,<MENTION> tchau tchau
86674,1,"<MENTION> heyy, this is going to sound weird, but i just saw you on the news aha. yay for twitterr"
75038,0,<MENTION> haha yeah...and plus half of the stuff will end up on like youtube or something..like the videos on the bsb fanclub<HASHTAG>
91313,1,<MENTION><MENTION> caught me at lunch today... you were correct of he stalking me
46160,1,<MENTION> omg i'm so in love with 'Goodbye' i want more!!
73924,1,<MENTION> I seriously think that I can watch that show unlimited! It's just that damn good!
19909,1,<MENTION> did you tell your mom bout our birdmaniac twins thing?
45338,1,<MENTION> Thank you for showing up today! We've beEn waiting to see you on our tv screen like forever now ..
24224,0,<MENTION> youtube down for maintenance. Will the riddle be on the video I want to participate!!!
331,0,>. Bodies from Air France crash have been found <URL> (via<MENTION> )
22528,0,<MENTION> I'm hopeless. I can't even manage to reply to e-mails I got 5 minutes ago
95160,1,<MENTION> Funny ... I found - and still find - that realplayer renders mp4 better than corePlayer I use mediacoder to encode the E90
67463,1,<MENTION> didn't even think twice about the pose...i thought it looked rather fun
37971,1,"<MENTION> Dear, I love your work so much that I'll be crushed if I find out this isn't actually you. So if it's not, don't tell me."
20280,1,<MENTION> noted
95314,1,"<MENTION> Given circa 300 Macs, I doubt the license fees are justified"
29975,1,<MENTION> Oh it's back up now the comp is almost over..nice one
40834,1,<MENTION> You're welcome. <URL>
67222,0,"<MENTION> Not got F1 on here , may bung it on for a laugh! I'm good apart from the weather ...<MENTION> yeah another change! ;)"
24892,1,<MENTION> it looks wonderful! great job! and grats on the new fab client
5075,0,"why do you have to treat me this way mom? we're both adults, so let's act like we are."
17796,1,<MENTION> Sometimes I drive from my bedroom to the bathroom.
38866,0,<MENTION> Cause before long there will be a snotty nose boy at the door wanting to take on a date happens quicker than you think.
79454,1,<MENTION> All is well on this side of the pond Enjoy your sociable beverages....have one for me!!!
83111,0,<MENTION> I want to go to denny's with you right now.
93324,1,<MENTION> ya ok
6710,1,<HASHTAG> <MENTION> SEO Lady with more ideas
5672,0,<HASHTAG> : in an internetless state. The internet blackness inspired this for you... <URL>
27622,1,<MENTION> Hey Names Charlene. I see yoiu live in NY and like ashley. i love getting to know new people. comment back
44262,1,"<MENTION> Hey Darling, sounds like you had a great time at the Fair! Hope you're sleeping well!"
86330,0,<MENTION> Holy shit it is true!!! not Bill man... i though i was a joke
85047,0,<MENTION> there is nothing good on tv.
9548,1,<HASHTAG> <MENTION><MENTION><MENTION><MENTION><MENTION><MENTION> coz they are all COOOOOL
6920,1,<HASHTAG> you just made my<HASHTAG> jump!lmao how are you?
48694,1,<MENTION> i found you
35626,0,<MENTION> Light Sabre looked a bit plasticy though
18157,1,<MENTION> thanks Chris that means a lot
78956,1,"<MENTION> ahhhhhhh!! You came along and told me you'd be the one! I'm jumping up and down, spinning round n round....BECAUSE OF YOU"
88633,0,<MENTION> Its cool ... ill just go lay in bed and cry away me tears .......
18448,1,<MENTION><MENTION> yes! Emily too! Basically I think we were all doomed for Canada at an early age y/y?
17264,0,"...everything's fucked up and messed up, quiet confusing!"
32963,1,<MENTION> Spore Yeah I'm really super a lot trying to get the invites done... I should have just gotten the kind you print!
27739,1,<MENTION> what are the insiders?
86914,0,"<MENTION>, I can't follow you through my 'twidroid'. You sing beautifullllllly! Goodtimes."
97447,1,"<MENTION> nice one, cheers"
37849,0,<MENTION> there calling for rain tomorrow
95580,1,<MENTION> let me know what u here as I'm interested as well
99843,0,<MENTION> don't own flats sigh. this is what comes from being a tom boy - i own a pair of 1inch heals and trainers/boots
81719,0,<MENTION> lol cloudy and 87 here on thurs but 99 on friday
24798,1,<MENTION> I usually talk on here so I'm trying to figure out the boards there now. We're both from SE AK orig. so that's close enough
36905,1,"<MENTION> Awesome! Love that movie! 'I feel the need,... the need for speed!'"
85788,0,<MENTION> what/who aint classy? me? it was just a comment! a joke!
28026,0,<MENTION> lol lol lol! Nerd is right. We had a cop follow us home I think we both peed a little...
51116,1,<MENTION> Thanks girl!
42000,0,"<MENTION> In fairness it's just vanished. That's unusual in recent times. And a lot of people, including 6 children and a baby"
60831,0,<MENTION> Probably cutting costs in advance of minimum wage hike in July.
81008,0,<MENTION> But... really?! I can't bring myself to even contemplate eating it!
80528,0,<MENTION> We haven't got a storm either Char Bit of thunder before but that has gone now
47058,1,<MENTION> Glad to hear you're having a good morning so far.
84009,1,"<MENTION> you okay?, also you pic is very pretty x."
18442,1,<MENTION> I know; I was just playing.
70335,0,"<MENTION> Woof, woof....woof arf woof ork woof Mucinex. -that was 'bark' for I'm sorry baby I hope you feel better after the Mucinex"
74774,1,<MENTION> yea being her personal assistant ! LOL so u can be a dolger to my twin!<MENTION> tell him carry ur Gucci Bag
99196,0,<MENTION> no i do NOT have a hangover! haha & no he didnt cos it was laaaate & in bed still you?
81915,1,"<MENTION> From the look of the photo, a lot of buses"
13586,0,... battery is going lower and lower .... not much juice left ... 22 min remaining
58444,1,"<MENTION> LoL, always a tough decision on beautiful days! having a similar issue here"
42200,1,<MENTION> andy i love you
23263,0,"<MENTION><MENTION> it's not fair, I should be going to Silverstone. It's only up the road. Why did I not get tickets"
24772,1,<MENTION>
61609,0,"<MENTION> I adopted my pup who's a lab/pitbull mix. He was abused as a baby , it's so sad makes me sick what ppl to do animals"
39633,0,"<MENTION> i miss you already having lunch w. jenn and sara, then heading home to my sis!"
71502,1,<MENTION> its your family right
71380,0,<MENTION> Yes its taken with mac photo booth it has a choice for this Warhol type photo!But no one likes it
88207,1,<MENTION> the movie with Gwyneth Paltrow is much funnyer than the book<HASHTAG> <HASHTAG> <HASHTAG>
86533,0,"<MENTION> where have you been,you better come with me to get my tattoo or or i'll be sad"
17756,0,@ dhgymn I can't reply to your message because you don't follow me
18661,1,: home from ef.. i like the new atmosphere with my new class
89167,1,"<MENTION> i know right,i hope it is,i hope they find out."
67444,0,<MENTION> I miss you my crazy sister!! I hope your having fun in Iowa!!
63714,1,"<MENTION> Thanks, your description is enough Rats! If I had suspected, I would have downloaded it to make sure it was worth recommending"
24052,1,<MENTION> me too girl...me too!
47958,1,<MENTION> Thank you. Will try this one as well
59709,1,<MENTION> already love you
90045,1,<MENTION> Wow the doughnuts look great! Wish I lived close enough to help you taste-test them!
80430,1,"<MENTION> LOVE the Copics, but now I must. have. them. ALL!"
26777,1,<MENTION> then go get some! but nah you'll be iight goodnight hun! Ttyt sweet dreamsz! XoXo
72327,1,<MENTION> I'll be a fan of yours if you become a fan of mine <URL>
63169,1,<MENTION> 'Wanna come up and see my Crystal'<HASHTAG> .
22235,1,"<MENTION> Nearly done. Y'know, if I weren't so soapy I'd definitely be sweaty. Hard work this, but so worth it"
85055,1,<MENTION> Who says that anyway.
52344,1,<MENTION> Your welcome - I'm just simply spreading the truth. How r ya? Sorry for the delay.
39909,1,"<MENTION> no, I missed that! Is there a website? I'll make sure I check it next time"
60143,0,"<MENTION> LMAO....there is nothing wrong with a little partying, hell i need 2, but the south dont party as hard as the north...ugh"
19643,0,"<MENTION> good call, def could be, I'm hella jealous I guess I did get a car..."
76901,1,<MENTION> deepest apologies my lord but twitpics over rule all
97785,1,<MENTION> Good evening. Hope you have a fun weekend ahead.
25043,1,<MENTION> thanks!!
56639,0,"<MENTION><MENTION> I was wrong,car prices R inflated like house$. Not even<HASHTAG> for clunkers brings them in range 4average Joe/Jane"
27341,1,<MENTION> Hold on tight!!
25096,0,<MENTION> No. I'm so ashamed! I'll do them tomorrow.
7221,0,<HASHTAG> I wouldn't be sick in bed
63191,0,<MENTION> awww what happened
67278,1,"<MENTION> why hello Bob. manchester is good, but looking forward to the next adventure. not sure where. how's you?"
23114,1,<MENTION> awwh its soo cute! haha i cant wait. wuu2?
44570,1,<MENTION> thanks!!!!
42500,1,<MENTION> yeah moving out
48799,0,"<MENTION> that's what I'll end up doing, no lie. ughghghghiehihwehgweiohrow3i74892qf7897389472bcv85v7837v723897cv288"
69690,1,<MENTION> now add some real Dutch Grass and you got yourself a garden!
11645,0,<HASHTAG> is suffering epic lag
4469,1,<HASHTAG> sir alan is willy wonka he he
79463,0,<MENTION> oh yum! mine is New Zealand Mount Cass Sauvignon Blanc....wish I had some sunshine to go with it though
64387,0,<MENTION> gee i guess u cant see me either
1177,1,- all the snow is gone... that didn't take long...
49684,1,"<MENTION> I don't blame U either... 'tis certainly hot out there LOL. Yes, I live in Exmouth & work in Exeter @<HASHTAG> University"
56675,0,<MENTION> AW that is so sad. I'm so sorry to hear that. I hope they find him.
26275,1,"<MENTION> Good points made by article - I am home, in case anyone is wondering"
87776,0,<MENTION> wats wrong don't let noone effect ur day mama smh
14140,1,"'Welcome home asshole' $1,000,000 to the person who understands that, good luck yall"
76624,1,"<MENTION> - oh well, IQL is rocking!! so i need to keep myself moving around"
33301,0,"<MENTION> lol, nada mucho, cleaning about to txt the hubby in a minute to see if he got my pixs"
27019,0,<MENTION> no i haven't I was hoping we could take a quick trip to Wolly World...but I guess I'm gonna have to go by myself
52448,1,<MENTION> I read it now. Glad that it worked
20906,0,<MENTION> pls come back
26294,1,<MENTION> Happy Birthday!! Hope you have a great day! For one it's Saturday....that's a good start!!
83815,1,"<MENTION> ha, that looks really cool! You know, in my head I still call you 'Catawungus'"
98117,1,<MENTION><MENTION><MENTION> Hey everyone! I just mixed the first single....! 'Why R U' ...I'm sooo excited!
93731,0,<MENTION> damn bae i wish i could make you feel better
68077,0,<MENTION> Give her a big hug for me. I so so miss my Beagle. ....
27078,1,<MENTION> :woop: thx bby
